index,gender,region_large,region_small,age,weight,height,hobbies,user_id
17689,0,Zilina Region,Zilina,2X,6X,17X,games,17698
17690,0,Trencian region,Povazka bystrica,2X,6X,17X,sports,17560
17691,1,Banská Bystrica region,Lucenec,1X,9X,12X,friends,17767
17692,0,Banská Bystrica region,ziar nad hronom,0X,5X,17X,movies,17699
17693,0,Banska Bystrica Region,Banska Bystrica,2X,5X,16X,swim,17543
17694,1,Zilina Region,Zilina,0X,5X,16X,sports,17561
17695,0,Trencian region,Puchov,2X,5X,17X,sports,17768
17696,1,Zilinsky region,Turzovka,2X,9X,19X,party,17700
17697,0,Banská Bystrica Region,Brezno,1X,9X,19X,movies,17544
17698,1,Zilina region,apartment,2X,9X,18X,sports,17776
17699,1,Trencian region,Puchov,2X,9X,18X,music,17545
17700,1,Zilina region,apartment,1X,7X,18X,sleeping,17562
17701,1,Zilina Region,Zilina,0X,7X,18X,reading,17777
17702,0,Zilina Region,Zilina,0X,3X,16X,sports,17652
17703,0,Zilina Region,Kysucke New Town,1X,4X,15X,reading,17769
17704,1,Trnava region,Trnava,0X,7X,18X,traveling,17546
17705,1,Zilina Region,Kysucke New Town,0X,6X,18X,working with PC,17563
17706,1,Zilina Region,Zilina,2X,6X,18X,swim,17679
17707,1,Zilina Region,Zilina,2X,7X,18X,music,17770
17708,1,kosick region,kosice - old town,3X,7X,18X,sports,17778
17709,1,Trencian region,Puchov,2X,7X,18X,friends,17653
17710,0,Zilina Region,Kysucke New Town,0X,5X,15X,movies,17680
17711,1,Trencian region,Povazka bystrica,1X,5X,16X,sports,17564
17712,0,Zilina Region,Cadca,0X,0X,17X,shopping,17707
17713,1,Zilina Region,Turcianske Teplice,2X,4X,16X,music,17654
17714,1,Zilina Region,Cadca,2X,4X,16X,music,17771
17715,0,Banska Bystrica Region,Banska Bystrica,2X,6X,17X,sports,17667
17716,0,Zilinsky region,Turzovka,0X,8X,18X,hiking,17681
17717,0,Zilina Region,Zilina,0X,5X,16X,surfing the web,17655
17718,0,Zilina Region,Zilina,0X,5X,16X,shopping,17772
17719,0,Zilina Region,Cadca,0X,5X,16X,collecting,17668
17720,1,Zilina Region,Cadca,1X,7X,17X,movies,17791
17721,0,Zilina Region,Zilina,2X,7X,18X,games,17682
17722,0,Zilina region,instead,2X,5X,16X,movies,17669
17723,1,Zilina Region,Cadca,2X,3X,16X,pc games,17708
17724,0,Zilina Region,Zilina,0X,3X,14X,reading,17773
17725,1,Trenc region,Dubnica nad Vahom,3X,8X,17X,hiking,17683
17726,1,Trencian region,Povazka bystrica,1X,4X,16X,swim,17565
17727,0,Zilina region,instead,0X,4X,16X,movies,17774
17728,0,Zilina region,instead,2X,5X,16X,friends,17709
17729,1,Zilinsky region,Turzovka,0X,5X,16X,traveling,17792
17730,0,Zilina Region,Zilina,1X,5X,16X,party,17584
17731,1,Zilina Region,Zilina,2X,5X,16X,painting,17684
17732,1,Zilina Region,Rajec,0X,7X,18X,discos,17710
17733,1,Zilina Region,Cadca,3X,9X,18X,swim,17793
17734,0,Zilina region,apartment,2X,5X,16X,reading,17685
17735,0,Zilina Region,Cadca,0X,5X,16X,camping,17670
17736,1,Bratislava region,Bratislava - surroundings,2X,5X,16X,friends,17749
17737,1,Zilina Region,Zilina,0X,2X,4X,swim,17711
17738,0,Zilina Region,Zilina,1X,6X,17X,sleeping,17775
17739,0,Zilina Region,Rajec,0X,5X,17X,surfing the web,17806
17740,1,Zilina Region,Zilina,0X,5X,17X,hiking,17585
17741,1,Banská Bystrica Region,Brezno,3X,5X,17X,sports,17821
17742,0,Zilina Region,Zilina,1X,4X,16X,traveling,17750
17743,1,Banská Bystrica Region,Brezno,3X,7X,17X,party,17822
17744,0,Banska Bystrica Region,Banska Bystrica,2X,6X,17X,photography,17807
17745,1,Zilina Region,Zilina,1X,9X,18X,party,17794
17746,1,abroad,abroad - France,0X,33X,0X,party,17586
17747,0,Zilinsky region,Martin,2X,5X,17X,traveling,17712
17748,1,Trnava region,Trnava,1X,7X,18X,sports,17547
17749,0,Banská Bystrica Region,Brezno,0X,8X,18X,party,17823
17750,1,kosick region,kosice - surroundings,2X,5X,18X,PC games,17751
17751,0,Bratislava region,Bratislava - surroundings,3X,7X,16X,traveling,17836
17752,1,kosick region,kosice - south,2X,8X,17X,friends,17808
17753,1,Presov Region,Poprad,1X,8X,17X,count to 5,17795
17754,1,Banská Bystrica region,krupina,1X,5X,15X,movies,17587
17755,1,abroad,abroad - others,1X,9X,19X,photography...,17713
17756,0,Zilina Region,Kysucke New Town,2X,9X,19X,cooking eggs: d,17837
17757,0,Zilina Region,Cadca,0X,6X,17X,shopping,17752
17758,0,Zilinsky region,Turzovka,2X,5X,15X,party,17714
17759,1,Zilina Region,Cadca,2X,6X,17X,friends,17796
17760,0,Trencian region,Povazka bystrica,2X,6X,17X,sports,17824
17761,1,abroad,abroad - gb,0X,7X,19X,dancing,17809
17762,0,Zilina Region,Cadca,0X,7X,19X,painting,17838
17763,1,Zilina Region,Zilina,2X,7X,17X,dancing,17753
17764,0,Zilina region,apartment,0X,11X,18X,food,17739
17765,1,abroad,abroad - usa,0X,5X,16X,sports,17715
17766,1,kosick region,kosice - west,1X,5X,16X,traveling,17638
17767,0,Trencin region,Trencin,1X,6X,17X,photography,17548
17768,1,Zilina Region,Zilina,2X,6X,16X,swim,17797
17769,1,Zilina Region,Zilina,1X,6X,16X,swim,17810
17770,0,Zilina Region,Rajec,0X,8X,19X,music,17851
17771,1,Zilina region,apartment,0X,7X,18X,surfing the web,17754
17772,1,Zilina Region,Cadca,2X,8X,18X,games,17740
17773,1,Zilina Region,Zilina,0X,8X,18X,sports,17639
17774,0,Zilina Region,Zilina,1X,5X,16X,with animals,17549
17775,1,Zilina Region,Cadca,2X,8X,17X,movies,17798
17776,0,Zilina region,apartment,1X,3X,15X,friends,17825
17777,0,Zilina Region,Durvosin,2X,5X,16X,friends,17811
17778,1,Trencian region,new city above Vahoh,2X,8X,19X,movies,17755
17779,0,Zilina Region,Rajecke Teplice,2X,10X,19X,housework,17640
17780,1,Trencian region,Puchov,0X,6X,18X,movies,17550
17781,1,Zilinsky region,Martin,0X,9X,18X,camping,17826
17782,1,Zilina Region,Zilina,2X,8X,18X,PC games,17741
17783,1,Zilina Region,Zilina,2X,4X,16X,working with PC,17756
17784,0,Zilina Region,Cadca,1X,4X,16X,movies,17729
17785,1,Banská Bystrica Region,Brezno,0X,5X,15X,PC games,17812
17786,0,abroad,abroad - others,1X,7X,19X,this instant,17852
17787,0,Zilina Region,Zilina,2X,2X,30X,reading,17866
17788,1,Zilina region,apartment,2X,6X,17X,dancing,17827
17789,0,Zilinsky Region,Lower Kubin,0X,7X,18X,sewing,17799
17790,0,Zilina Region,Zilina,1X,4X,15X,discos,17813
17791,0,Zilina Region,Zilina,1X,8X,18X,photography,17757
17792,0,Zilina region,apartment,0X,7X,17X,traveling,17881
17793,1,Czech Republic,Czech Republic - Ostrava region,0X,1X,2X,games,17800
17794,0,abroad,abroad - australia,1X,5X,17X,surfing the web,17853
17795,1,Zilina Region,Zilina,2X,7X,17X,sports,17867
17796,0,Zilina Region,Zilina,2X,7X,17X,hiking,17742
17797,0,abroad,abroad - australia,1X,7X,17X,surfing the web,17882
17798,1,Banská Bystrica region,Rimava Saturday,2X,8X,18X,sports,17814
17799,1,Zilina Region,Cadca,2X,7X,18X,cooking,17730
17800,1,Zilina Region,Cadca,2X,3X,15X,sports,17883
17801,0,Zilina Region,Zilina,2X,5X,16X,sports,17854
17802,1,Zilina Region,Zilina,2X,7X,18X,sleeping,17868
17803,1,Banská Bystrica Region,Brezno,1X,6X,16X,sports,17828
17804,1,Zilina region,apartment,2X,8X,18X,sports,17743
17805,0,Zilina Region,Zilina,0X,9X,17X,games,17896
17806,0,Zilina region,instead,0X,4X,16X,sleeping,17588
17807,0,Zilina Region,Zilina,1X,4X,16X,games,17815
17808,1,Zilina Region,Zilina,1X,4X,15X,swim,17869
17809,0,Zilina Region,Cadca,0X,4X,15X,cooking,17897
17810,1,Trencian region,new city above Vahoh,2X,6X,18X,camping,17758
17811,1,Banská Bystrica Region,Brezno,0X,7X,18X,party,17801
17812,1,abroad,abroad - others,0X,6X,17X,sports,17829
17813,0,Zilina Region,Kysucke New Town,0X,7X,17X,discos,17898
17814,1,Zilina Region,Cadca,2X,4X,15X,family and him,17884
17815,1,Zilina Region,Zilina,3X,4X,15X,sleeping,17759
17816,0,Trencin region,Trencin,1X,6X,18X,movies,17870
17817,1,Nitra Region,Nitra,1X,5X,16X,sports,17830
17818,1,Zilina Region,Cadca,0X,8X,18X,movies,17802
17819,1,Zilinsky region,Turzovka,2X,7X,17X,games,17885
17820,0,Banská Bystrica Region,Brezno,2X,5X,16X,reading,17816
17821,1,Zilina Region,Kysucke New Town,0X,6X,18X,movies,17589
17822,0,Banská Bystrica Region,Poltar,0X,6X,17X,camping,17899
17823,1,Zilina region,apartment,2X,6X,17X,camping,17760
17824,1,Nitrian region,Sala,0X,7X,18X,web surfing,17831
17825,0,Zilina Region,Liptovsky Mikulas,2X,4X,16X,sleeping,17900
17826,1,Zilina Region,Cadca,0X,4X,16X,sleeping,17886
17827,1,Zilina Region,Zilina,0X,3X,14X,sports,17590
17828,0,Zilina Region,Kysucke New Town,0X,3X,14X,shopping,17911
17829,0,Trencian region,Puchov,2X,3X,14X,swim,17871
17830,1,Zilinsky region,Turzovka,2X,7X,17X,music,17887
17831,0,Nitrian region,sparrow,1X,7X,17X,surfing the web,17872
17832,1,Zilina Region,Zilina,0X,7X,18X,sports,17803
17833,0,Banska Bystrica Region,Banska Bystrica,2X,8X,18X,friends,17901
17834,1,Zilina Region,Zilina,0X,8X,17X,music,17817
17835,1,Zilina region,apartment,1X,8X,17X,music,17591
17836,1,Zilina region,apartment,1X,5X,17X,books,17832
17837,1,Zilina Region,Zilina,2X,6X,17X,sleeping,17888
17838,1,Zilina region,instead,2X,5X,16X,sports,17902
17839,0,Trencian region,Povazka bystrica,1X,99X,0X,movies,17873
17840,1,Banská Bystrica Region,Brezno,2X,7X,18X,sports,17818
17841,0,Bratislava region,Bratislava - others,2X,6X,18X,games,17912
17842,0,Zilina Region,Kysucke New Town,0X,6X,18X,movies,17592
17843,1,abroad,abroad - gb,0X,8X,17X,reading,17833
17844,1,Trencin region,Trencin,2X,8X,18X,games,17779
17845,0,Banska Bystrica Region,Banska Bystrica,2X,5X,17X,traveling,17903
17846,1,Zilina Region,Zilina,2X,8X,18X,pc games,17889
17847,1,Zilina Region,Zilina,1X,3X,14X,party,17593
17848,0,Zilinsky region,Turzovka,0X,3X,14X,discos,17744
17849,1,Zilina Region,Zilina,2X,6X,18X,photography,17780
17850,0,Zilina Region,Zilina,1X,5X,16X,sleeping,17874
17851,0,Banska Bystrica Region,Banska Bystrica,2X,7X,17X,reading,17804
17852,0,Zilina Region,Zilina,1X,6X,17X,a lizard,17834
17853,0,Zilina Region,Zilina,0X,4X,16X,hiking,17819
17854,0,Zilina Region,Kysucke New Town,1X,4X,16X,traveling,17904
17855,0,Banska Bystrica Region,Banska Bystrica,2X,4X,16X,shopping,17913
17856,1,Banska Bystrica Region,Banska Bystrica,1X,6X,17X,swim,17745
17857,1,Zilina Region,Cadca,1X,4X,15X,breeding,17781
17858,1,Zilina Region,Zilina,1X,4X,15X,music,17875
17859,1,presov region,medzilaborce,0X,9X,19X,friends,17835
17860,1,Czech Republic,Czech Republic - Prague,0X,7X,11X,painting,17805
17861,0,Zilinsky region,Turzovka,0X,7X,11X,motocross,17890
17862,0,Banská Bystrica Region,Brezno,2X,7X,11X,sleeping,17820
17863,1,bratislava region,bratislava - ruzinov,0X,7X,11X,games,17914
17864,0,Banska Bystrica Region,Banska Bystrica,2X,7X,11X,movies,17905
17865,1,Zilina Region,Kysucke New Town,2X,7X,18X,swim,17926
17866,1,Trnava region,Piestany,1X,0X,0X,discos,17782
17867,1,Zilina Region,Cadca,2X,4X,16X,shopping,17941
17868,1,Trencin region,Trencin,2X,4X,15X,music,17915
17869,0,Zilina Region,Zilina,1X,4X,15X,sports,17594
17870,1,Zilina Region,Cadca,2X,7X,18X,sports,17956
17871,1,Zilina Region,Zilina,1X,6X,18X,swim,17783
17872,1,Zilina Region,Zilina,2X,9X,19X,traveling,17971
17873,0,abroad,abroad - others,0X,8X,18X,movies,17916
17874,1,Trencian region,Povazka bystrica,1X,8X,18X,sports,17927
17875,1,Zilina Region,Zilina,2X,7X,17X,food,17906
17876,1,Zilina Region,Zilina,1X,6X,17X,games,17986
17877,0,Zilina Region,Cadca,2X,5X,17X,dancing,17942
17878,1,Zilina Region,Zilina,2X,5X,17X,friends,17595
17879,0,Zilina Region,Zilina,0X,5X,17X,sleeping,17987
17880,1,Trencian region,Povazka bystrica,2X,6X,18X,games,18001
17881,0,Trencian region,Povazka bystrica,2X,6X,18X,sleeping,17988
17882,0,bratislava region,bratislava - ruzinov,0X,5X,16X,reading,17907
17883,0,Zilina Region,Cadca,2X,7X,18X,husbandry,17972
17884,1,Zilina Region,Cadca,2X,7X,18X,pc games,17891
17885,0,Zilina Region,Zilina,2X,7X,18X,music,17876
17886,0,Zilina Region,Zilina,1X,7X,18X,games,17839
17887,1,Zilina Region,Cadca,0X,7X,18X,party,17973
17888,0,Nitrian Region,Golden Moravians,2X,5X,16X,dancing,17908
17889,0,Zilina region,apartment,1X,7X,16X,friends,18002
17890,1,Zilina Region,Cadca,2X,7X,18X,collecting,17957
17891,1,Zilina Region,Zilina,2X,7X,18X,sleeping,17928
17892,1,Zilinsky region,Turzovka,2X,7X,18X,music,17892
17893,1,abroad,abroad - others,2X,7X,18X,traveling,17943
17894,0,Zilina Region,Zilina,1X,7X,18X,camping,17917
17895,1,Zilina Region,Zilina,1X,7X,17X,sports,17840
17896,0,Banska Bystrica Region,Banska Bystrica,2X,5X,15X,friends,17909
17897,0,Zilina Region,Cadca,0X,11X,18X,cottages,17958
17898,1,Zilina Region,Cadca,2X,9X,19X,swim,17974
17899,1,Zilinsky region,Martin,0X,6X,17X,movies,17989
17900,0,Zilina Region,Zilina,1X,5X,16X,discos,17929
17901,0,Zilina Region,Cadca,1X,6X,17X,music,17784
17902,1,Zilina Region,Zilina,2X,6X,17X,music,17975
17903,1,Zilina Region,Cadca,0X,6X,17X,photography,17959
17904,0,Trencian region,Povazka bystrica,0X,5X,17X,hiking,18003
17905,1,Zilina Region,Zilina,0X,8X,19X,hiking,17855
17906,1,Zilinsky region,Turzovka,0X,8X,19X,movies,17990
17907,1,Zilina Region,Zilina,2X,7X,17X,i am a tourist,17877
17908,1,Zilina region,apartment,1X,7X,18X,traveling,17976
17909,1,Trencian region,Povazka bystrica,0X,7X,18X,movies,17785
17910,1,Presov region,Bardejov,0X,7X,18X,shopping,18004
17911,0,Zilina Region,Zilina,1X,5X,16X,surfing the web,17960
17912,1,Zilina Region,Zilina,1X,5X,16X,PC games,17856
17913,1,Zilina Region,Zilina,0X,8X,18X,friends,17893
17914,0,Zilina Region,Zilina,2X,7X,17X,sports,17930
17915,1,Zilina Region,Zilina,2X,6X,16X,movies,17977
17916,0,Zilina Region,Cadca,1X,6X,16X,auto-moto,17786
17917,0,Zilina Region,Zilina,0X,6X,16X,sleeping,17878
17918,1,Zilina Region,Zilina,2X,3X,13X,sports,17857
17919,1,Zilina region,apartment,2X,6X,17X,surfing the web,18005
17920,1,Zilina Region,Cadca,1X,8X,17X,movies,17894
17921,0,Zilina Region,Zilina,1X,8X,17X,licking,17931
17922,1,Zilina Region,Cadca,0X,8X,18X,party,17787
17923,1,Zilina Region,Zilina,2X,8X,19X,music,17858
17924,1,Zilina Region,Cadca,0X,8X,19X,xxxxxxxxxx,17991
17925,0,Zilina Region,Cadca,0X,4X,15X,traveling,17961
17926,1,Zilina Region,Zilina,1X,6X,17X,discos,18006
17927,0,Zilina Region,Zilina,0X,6X,17X,shopping,18007
17928,1,Zilina Region,Zilina,0X,2X,14X,sports,17978
17929,1,Zilinsky region,Turzovka,0X,2X,14X,sleeping,17962
17930,1,Zilinsky region,Turzovka,2X,8X,18X,discos,17992
17931,0,Zilina Region,Rajecke Teplice,1X,7X,17X,shopping,17932
17932,1,Zilina region,apartment,1X,7X,17X,sports,18008
17933,1,Zilina Region,Cadca,1X,7X,17X,PC games,17788
17934,0,Zilina Region,Cadca,2X,5X,17X,throwing manure,17993
17935,1,Zilina Region,Cadca,2X,7X,17X,working with PC,17789
17936,0,Zilina Region,Zilina,1X,7X,17X,camping,17933
17937,1,Zilina Region,Zilina,3X,0X,0X,I love dating,18009
17938,1,Zilina Region,Cadca,1X,6X,16X,movies,17963
17939,0,Trencian region,Povazka bystrica,1X,19X,0X,city ​​treasury,17934
17940,0,Zilina region,apartment,2X,8X,18X,surfing the web,18010
17941,0,Zilinsky region,Turzovka,1X,5X,16X,traveling,17790
17942,0,Zilina Region,Cadca,2X,8X,17X,shopping,17994
17943,0,Zilinsky region,Turzovka,1X,7X,18X,food,17964
17944,1,Zilina region,instead,2X,7X,18X,sports,17935
17945,0,Nitrian Region,Zeliezovce,2X,5X,16X,movies,17995
17946,0,Zilina Region,Zilina,0X,5X,16X,party,18011
17947,1,Zilinsky region,Turzovka,1X,5X,16X,movies,17965
17948,0,Zilina Region,Zilina,1X,6X,17X,sleeping,18012
17949,1,Zilina Region,Cadca,2X,7X,19X,sports,17996
17950,0,Zilina Region,Zilina,1X,6X,17X,swim,18016
17951,0,Trencian region,new city above Vahoh,1X,4X,15X,sleeping,17936
17952,1,Trencian region,Povazka bystrica,1X,4X,15X,PC games,18017
17953,0,Zilina Region,Zilina,1X,9X,17X,movies,18013
17954,0,abroad,abroad - others,2X,6X,16X,movies,17997
17955,0,Trencian region,Povazka bystrica,1X,5X,16X,painting,18014
17956,1,abroad,abroad - usa,2X,8X,19X,movies,17937
17957,0,Zilina Region,Cadca,2X,6X,17X,camping,17998
17958,1,Zilina Region,Cadca,0X,8X,19X,music,17966
17959,0,Trencian region,Povazka bystrica,1X,5X,16X,sleeping,18015
17960,0,Zilina Region,Zilina,1X,5X,16X,camping,18018
17961,1,abroad,abroad - Canada,2X,5X,16X,games,17967
17962,1,Zilina Region,Zilina,2X,7X,17X,sports,18031
17963,0,Zilina Region,Zilina,1X,7X,17X,camping,17979
17964,0,Czech Republic,Czech Republic - Pilsen region,2X,6X,16X,dancing,17999
17965,1,Trenc region,Dubnica nad Vahom,2X,6X,17X,movies,17938
17966,1,abroad,abroad - others,0X,6X,17X,sleeping,18019
17967,0,Zilina Region,Zilina,0X,5X,17X,dancing,18032
17968,1,Zilina Region,Zilina,2X,6X,18X,discos,17980
17969,0,Zilina Region,Zilina,0X,6X,18X,discos,18020
17970,1,Trenc region,partisan,0X,6X,18X,movies,17968
17971,1,Zilina Region,Cadca,2X,6X,18X,sports,17939
17972,1,abroad,abroad - others,0X,6X,17X,movies,17969
17973,1,Zilina Region,Zilina,1X,7X,18X,sleeping,17981
17974,0,Zilina Region,Zilina,2X,7X,18X,movies,17918
17975,1,Zilina Region,Cadca,1X,4X,15X,friends,17940
17976,1,Zilina Region,Cadca,2X,6X,18X,sleeping,18000
17977,0,Zilina Region,Cadca,0X,4X,16X,friends,17919
17978,1,Zilina Region,Cadca,1X,8X,17X,music,18046
17979,0,Zilina Region,Zilina,1X,8X,17X,swim,18021
17980,0,Zilina Region,Cadca,0X,8X,17X,sleeping,18047
17981,1,Zilina Region,Cadca,2X,7X,17X,discos,17944
17982,0,Zilina Region,Zilina,1X,4X,16X,music,18022
17983,0,Zilina Region,Zilina,2X,5X,17X,reading,17920
17984,0,Zilina Region,Cadca,2X,5X,17X,camping,17945
17985,0,Zilina region,apartment,0X,5X,17X,surfing the web,18061
17986,0,Zilina Region,Zilina,2X,5X,16X,swim,17921
17987,0,Zilina Region,Zilina,1X,5X,16X,sports,18048
17988,0,Zilina Region,Zilina,0X,5X,16X,music,18023
17989,1,Kosice Region,Moldavia above Bodvou,1X,5X,17X,swim,18062
17990,1,Zilina Region,Cadca,0X,4X,15X,sports,17922
17991,0,Zilina Region,Cadca,1X,4X,15X,discos,18049
17992,0,Zilina Region,Zilina,1X,6X,17X,theater,18024
17993,0,Zilina Region,Zilina,0X,4X,16X,books,17923
17994,1,Zilina Region,Rajecke Teplice,0X,4X,16X,hacking,18063
17995,1,Zilina Region,Cadca,0X,4X,16X,party,17946
17996,1,Zilinsky region,Turzovka,2X,7X,18X,PC games,17895
17997,0,Zilina Region,Zilina,2X,7X,18X,movies,17924
17998,0,Zilina Region,Zilina,2X,7X,18X,traveling,17879
17999,0,Zilina Region,Zilina,1X,5X,16X,working with PC,18025
18000,0,abroad,abroad - others,2X,5X,16X,party,18050
18001,0,Zilina region,apartment,2X,8X,17X,hiking,18064
18002,0,Presov Region,Poprad,0X,8X,19X,sports,18076
18003,0,Zilina region,apartment,2X,4X,16X,movies,17925
18004,0,Zilinsky region,Martin,0X,5X,16X,sports,18051
18005,0,Zilina region,apartment,0X,6X,17X,shopping,18065
18006,1,Trenc region,by the way,1X,7X,17X,swim,18077
18007,0,Zilina Region,Zilina,0X,5X,16X,music,17841
18008,0,Zilina Region,Cadca,2X,5X,17X,sowing,17947
18009,1,Trencian region,Povazka bystrica,2X,16X,5X,sports,18066
18010,1,Czech Republic,Czech Republic - South Moravian Region,3X,5X,16X,party,18052
18011,1,Zilina Region,Durvosin,2X,6X,17X,discos,17859
18012,0,Zilina Region,Zilina,2X,5X,16X,sleeping,18091
18013,0,Zilina Region,Cadca,2X,5X,16X,sleeping,18053
18014,1,Zilina Region,Zilina,1X,6X,17X,friends,18067
18015,0,Zilina Region,Zilina,1X,9X,19X,discos,17910
18016,1,Zilina Region,Zilina,0X,8X,18X,sleeping,17842
18017,1,Trencian region,Povazka bystrica,1X,4X,15X,sports,18078
18018,1,Zilina Region,Zilina,1X,5X,16X,discotheques,17860
18019,0,Zilinsky region,Turzovka,2X,5X,16X,traveling,18092
18020,0,Zilina Region,Zilina,2X,5X,16X,traveling,18026
18021,0,Zilina Region,Zilina,0X,5X,17X,sports,17843
18022,1,abroad,abroad - France,2X,6X,18X,sleeping,18079
18023,1,Zilina Region,Zilina,2X,4X,18X,sports,17861
18024,1,Zilina Region,Zilina,2X,7X,18X,reading,17844
18025,0,Zilina Region,Kysucke New Town,0X,8X,18X,reading,18080
18026,1,Zilina Region,Zilina,2X,7X,18X,party,18027
18027,1,Zilina Region,Durvosin,1X,6X,17X,friends,17862
18028,1,Nitrian region,new castles,0X,2X,14X,sports,17845
18029,1,Zilina Region,Zilina,1X,6X,17X,music,18081
18030,0,Zilinsky region,Turzovka,2X,0X,66X,traveling,18093
18031,1,Zilina Region,Zilina,2X,9X,17X,surfing the web,17863
18032,1,Zilinsky region,Martin,2X,7X,18X,sleeping,17948
18033,1,Zilina Region,Zilina,1X,100X,20X,party,17864
18034,1,Zilina Region,Zilina,2X,8X,18X,sports,18094
18035,0,Zilina Region,Zilina,2X,9X,18X,tenting,17846
18036,1,Zilina Region,Zilina,1X,9X,17X,surfing the web,18082
18037,0,abroad,abroad - others,1X,8X,17X,reading,18095
18038,1,Zilina Region,Rajec,2X,6X,18X,music,17949
18039,0,Zilina Region,Zilina,0X,6X,18X,friends,18028
18040,1,Zilina Region,Zilina,1X,7X,18X,discos,17865
18041,1,Zilina Region,Zilina,2X,0X,66X,sleeping,18083
18042,1,Zilina Region,Zilina,2X,6X,18X,sports,17847
18043,1,Zilina Region,Zilina,2X,5X,17X,web surfing,18029
18044,0,Zilina region,apartment,2X,5X,17X,friends,18054
18045,1,presov region,humenne,2X,5X,17X,surfing the web,18106
18046,1,Zilina Region,Kysucke New Town,0X,5X,17X,party,18107
18047,1,Zilina region,apartment,1X,7X,11X,games,18055
18048,0,Zilina Region,Zilina,0X,7X,11X,dancing,17848
18049,1,Zilina Region,Cadca,2X,7X,17X,swim,17950
18050,1,Zilina Region,Zilina,0X,4X,14X,music,18084
18051,1,Zilina Region,Zilina,2X,10X,18X,PC games,18033
18052,1,Trencian region,Myjava,1X,7X,17X,sports,18108
18053,0,Zilina Region,Cadca,2X,7X,17X,sleeping,17951
18054,1,Trencian region,Povazka bystrica,2X,6X,17X,movies,18056
18055,0,Trencian region,Povazka bystrica,0X,7X,18X,swim,17849
18056,1,Zilina Region,Zilina,1X,7X,18X,friends,18030
18057,1,Zilina Region,Zilina,2X,2X,19X,discos,18096
18058,1,Zilina region,apartment,2X,9X,19X,party,18057
18059,1,Czech Republic,Czech Republic - Liberec Region,2X,7X,18X,music,18109
18060,1,Trnava region,center,1X,5X,16X,party,18034
18061,0,Trencian region,Povazka bystrica,2X,6X,17X,drawing,17952
18062,1,Zilina Region,Zilina,1X,5X,17X,friends,17982
18063,0,Zilina Region,Zilina,0X,3X,15X,party,18085
18064,0,Zilina region,apartment,0X,7X,17X,surfing the web,18058
18065,0,Zilinsky region,Turzovka,0X,7X,17X,party,18097
18066,1,abroad,abroad - usa,1X,3X,16X,cooking,17953
18067,0,Zilina Region,Rajec,1X,5X,16X,shopping,18121
18068,1,Zilina Region,Cadca,2X,8X,17X,PC work,18035
18069,0,Zilina region,apartment,0X,5X,17X,housework,18059
18070,1,Zilinsky region,Turzovka,1X,7X,17X,sports,17954
18071,0,Zilina Region,Zilina,1X,5X,17X,and so on,18122
18072,0,Zilinsky region,Turzovka,1X,5X,16X,sleeping,17970
18073,1,Zilina region,apartment,1X,5X,16X,freeriding,18060
18074,0,Zilina Region,Zilina,1X,5X,17X,movies,17983
18075,1,Zilina Region,Cadca,2X,8X,18X,like everything,18098
18076,0,Zilina Region,Zilina,1X,8X,18X,traveling,18136
18077,1,Zilina Region,Cadca,2X,7X,18X,hiking,17955
18078,1,Zilina Region,Zilina,1X,7X,18X,cooking,17984
18079,0,Zilina region,apartment,1X,4X,16X,friends,18036
18080,1,Zilina Region,Cadca,2X,7X,18X,sports,18099
18081,1,Nitrian region,Topolcany,2X,9X,18X,camping,18137
18082,1,Zilina Region,Kysucke New Town,1X,6X,17X,party,18123
18083,0,Zilina Region,Zilina,2X,5X,17X,party,17850
18084,1,Zilina Region,Zilina,0X,6X,17X,traveling,17985
18085,0,Zilina Region,Zilina,0X,5X,16X,dancing,18138
18086,0,Banska Bystrica Region,Banska Bystrica,2X,5X,16X,friends,18124
18087,1,Zilina Region,Cadca,2X,9X,18X,sports,18100
18088,0,Zilina Region,Zilina,0X,9X,18X,housework,18139
18089,1,Zilina Region,Cadca,0X,7X,18X,party,18151
18090,0,Banská Bystrica Region,Brezno,2X,5X,17X,movies,18125
18091,0,Zilina Region,Zilina,1X,5X,16X,food,18166
18092,0,Zilinsky Region,Lower Kubin,0X,6X,17X,reading,18181
18093,1,Zilina Region,Zilina,2X,7X,17X,discos,18140
18094,1,Zilinsky region,Turzovka,2X,8X,18X,traveling,18196
18095,0,Zilina Region,Cadca,2X,19X,17X,netting,18101
18096,1,Trencin region,Trencin,1X,7X,16X,party,18126
18097,0,Zilina Region,Zilina,1X,7X,16X,hiking,18141
18098,0,Nitrian Region,Zeliezovce,0X,2X,12X,traveling,18167
18099,1,Zilina Region,Cadca,0X,7X,16X,movies,18197
18100,0,Zilina Region,Cadca,1X,2X,30X,movies,18086
18101,1,Zilina Region,Cadca,0X,6X,17X,discos,18102
18102,0,Zilina Region,Cadca,2X,8X,18X,sports,18087
18103,0,Banska Bystrica Region,Banska Bystrica,2X,8X,18X,movies,18127
18104,0,Zilina region,apartment,0X,7X,18X,sports,18068
18105,0,Zilina Region,Zilina,1X,7X,17X,PC games,18211
18106,1,Zilina Region,Cadca,2X,7X,18X,traveling,18088
18107,1,Zilina Region,Cadca,2X,7X,17X,sleeping,18198
18108,1,Zilina Region,Rajec,2X,8X,18X,swim,18069
